Id,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms)
Id_16922,42.8634691163,42.9334908518,42.8069968099,42.8916359961
Id_16923,30.81467013,30.8183268771,30.7152116116,30.7850618635
Id_16924,39.2273193105,39.2692081833,39.1635861745,39.2307785328
Id_16925,45.0147679254,45.071491848,44.949061334,45.0321152339
Id_16926,34.6699788978,34.6813378679,34.580522529,34.6427060821
Id_16927,32.0188959995,32.0131575853,31.9182267839,31.9731580549
Id_16928,39.0870946085,39.1240312681,39.0352406877,39.0802719297
Id_16929,42.5155330838,42.5831919705,42.4673502487,42.5362617085
Id_16930,36.4700432957,36.5239080812,36.4284298719,36.4823709481
Id_16931,36.6900388585,36.7390784745,36.6516400182,36.6994863861
Id_16932,38.4839516107,38.5232614029,38.438922952,38.482902686
Id_16933,34.5108195743,34.5249095878,34.4178379965,34.4868796115
Id_16934,44.164452946,44.2180635695,44.1200119878,44.1763946036
Id_16935,32.0645626032,32.0569015372,31.9631303076,32.0191635407
Id_16936,42.5757170041,42.640941704,42.5266437581,42.5970052644
Id_16937,37.0435744877,37.0368511717,36.936293489,36.9994176595
Id_16938,36.9389249133,36.9920641987,36.894152449,36.9542613916
Id_16939,44.9512153481,45.0105257856,44.886467923,44.9679788477
Id_16940,36.7696415604,36.8255056105,36.7208893253,36.7883290242
Id_16941,35.3918025795,35.4029454133,35.2837172266,35.3685139531
Id_16942,8.1254501686,8.1579005542,8.1456154705,8.1532280086
Id_16943,11.6995622704,11.76339043,11.7485600508,11.7605427053
Id_16944,27.3710263501,27.4493297915,27.3889945227,27.4266748874
Id_16945,28.7213870158,28.7943231138,28.736589618,28.7714304851
Id_16946,28.895888369,28.9651703563,28.9139283025,28.9438805464
Id_16947,19.7137118247,19.7422213956,19.6853295129,19.7249010429
Id_16948,19.8353269681,19.8611618836,19.8086896283,19.844949371
Id_16949,27.5978718382,27.6779906111,27.6108213493,27.6587138577
Id_16950,23.9672373117,23.9953465298,23.9361867113,23.9791110847
Id_16951,29.1349261573,29.2060147088,29.1476707051,29.1883040407
Id_16952,22.5058199234,22.5416973584,22.4815244895,22.5214627766
Id_16953,27.3710263501,27.4493297915,27.3889945227,27.4266748874
Id_16954,22.6438281995,22.6766906611,22.6215601398,22.6577100993
Id_16955,27.5375994137,27.6124645446,27.5582966185,27.5913354948
Id_16956,28.895888369,28.9651703563,28.9139283025,28.9438805464
Id_16957,19.3738791723,19.4046148122,19.3494666711,19.387564906
Id_16958,19.4934990772,19.5216193893,19.4708238172,19.5056592253
Id_16959,22.3050409006,22.3446617749,22.2807620346,22.327481379
Id_16960,23.4142785488,23.4483227198,23.3858748172,23.4310139339
Id_16961,19.8353269681,19.8611618836,19.8086896283,19.844949371
Id_16962,22.6937648052,22.7309131977,22.6650051709,22.7134618769
Id_16963,27.5978718382,27.6779906111,27.6108213493,27.6587138577
Id_16964,24.9473312422,25.0075390199,24.957029148,24.9831430808
Id_16965,19.6415078072,19.6674423808,19.6192281276,19.6473675083
Id_16966,20.623970686,20.6445329554,20.5980007527,20.6241142838
Id_16967,23.7349813459,23.7632364428,23.7091446707,23.7423429733
Id_16968,23.9483193273,24.0089859296,23.9625035623,23.9880258686
Id_16969,25.1357712255,25.1913307975,25.1474468099,25.1701123347
Id_16970,23.624613944,23.6546735155,23.5961672503,23.6341718381
Id_16971,23.9664813091,24.0330895917,23.9743475379,24.0120148929
Id_16972,19.806550582,19.8335564633,19.7803433069,19.8159061755
Id_16973,22.6610405324,22.6995102568,22.6327678771,22.6804219929
Id_16974,23.7872225059,23.819947303,23.7545899992,23.8006507975
Id_16975,29.0933057752,29.1660433143,29.1066024986,29.1462427816
Id_16976,25.1909709035,25.2513121696,25.1955374794,25.2317848413
Id_16977,22.6937648052,22.7309131977,22.6650051709,22.7134618769
Id_16978,27.7657767658,27.842436556,27.7814463432,27.8247185434
Id_16979,20.2692041732,20.2922400798,20.2473190821,20.2721417865
Id_16980,24.6714785534,24.7309382075,24.6878562256,24.708276074
Id_16981,19.5210239801,19.54960639,19.4969911965,19.5284570757
Id_16982,22.4733552277,22.5105448055,22.4495371394,22.4886904043
Id_16983,20.2986204298,20.320453277,20.2763024019,20.3018215405
Id_16984,28.4054113785,28.4774483041,28.4282228675,28.456488449
Id_16985,28.7213870158,28.7943231138,28.736589618,28.7714304851
Id_16986,22.6438281995,22.6766906611,22.6215601398,22.6577100993
Id_16987,24.7256976287,24.7898652239,24.735101611,24.7688602168
Id_16988,23.7010562857,23.7668524474,23.7153649681,23.7474211274
Id_16989,28.4268180528,28.5058586704,28.4421856959,28.4847672903
Id_16990,27.2547629815,27.3354426896,27.2755582601,27.3160352004
Id_16991,25.1547976535,25.2165740036,25.1598530063,25.1952361866
Id_16992,25.3083587098,25.3669056409,25.315861277,25.3469712565
Id_16993,22.6610405324,22.6995102568,22.6327678771,22.6804219929
Id_16994,23.7872225059,23.819947303,23.7545899992,23.8006507975
Id_16995,22.7999601457,22.8354084936,22.7737054903,22.8175900818
Id_16996,23.5908402573,23.6582736675,23.6023591067,23.6392277909
Id_16997,28.6405274725,28.7143726021,28.6581700495,28.6969334984
Id_16998,25.1909709035,25.2513121696,25.1955374794,25.2317848413
Id_16999,27.5978718382,27.6779906111,27.6108213493,27.6587138577
Id_17000,27.7657767658,27.842436556,27.7814463432,27.8247185434
Id_17001,58.2983589923,58.3053706968,58.1776416932,58.1891877736
Id_17002,58.935549084,58.9428878204,58.7977408801,58.8220250293
Id_17003,67.5583933717,67.5798999322,67.4114723072,67.4484479321
Id_17004,71.2432121317,71.2339822958,71.0862401814,71.1017198311
Id_17005,50.3091872444,50.2375283565,50.1065800965,50.1395557722
Id_17006,48.2655686307,48.205077016,48.0815151402,48.1124602451
Id_17007,61.292701833,61.2738429235,61.1559675227,61.1622987492
Id_17008,57.6909688231,57.6202082554,57.4683691646,57.5139539965
Id_17009,70.2546664162,70.2467161891,70.1093962468,70.1261925218
Id_17010,51.1650152899,51.085283977,50.9500813787,50.9857196111
Id_17011,48.0457458324,47.9893601726,47.8571001295,47.8977453094
Id_17012,61.014752011,61.0008321362,60.8717723002,60.8905311792
Id_17013,50.6818152537,50.5996170728,50.4814918568,50.5075453014
Id_17014,58.1172063071,58.0344693768,57.8972861292,57.9350081504
Id_17015,51.2371618292,51.1542993733,51.0209461224,51.058252193
Id_17016,67.8432449049,67.8528758815,67.6918132078,67.7353540049
Id_17017,50.5766744656,50.5127448319,50.3656875832,50.4134253419
Id_17018,50.8794934251,50.808130311,50.6720146901,50.711235968
Id_17019,58.7724893612,58.7820362201,58.6400458284,58.6723325043
Id_17020,61.6174487762,61.6083396901,61.4710947822,61.4951988254
Id_17021,55.6471212339,55.5972879769,55.4362835546,55.4954891099
Id_17022,58.3433241627,58.2730267359,58.1152533524,58.1680713069
Id_17023,59.7694837689,59.7711658451,59.6243898215,59.6596811268
Id_17024,58.9809974274,58.9101961704,58.7346987965,58.8006827902
Id_17025,67.1609388184,67.1862520269,67.0117372648,67.0735149245
Id_17026,72.022413568,72.0076543587,71.8478464956,71.8932482507
Id_17027,48.4378996451,48.3831110037,48.2388612894,48.2968838831
Id_17028,61.510601774,61.4991623674,61.3552279186,61.3957262181
Id_17029,67.2552084324,67.2766019463,67.1045116014,67.16849385
Id_17030,49.2625149489,49.2001841775,49.0515363412,49.1125585577
Id_17031,62.9264037996,62.8975621805,62.7623877535,62.7955420366
Id_17032,59.5838368918,59.4935689116,59.3371802519,59.3991866772
Id_17033,68.8011199995,68.8042702187,68.6414145444,68.6978187221
Id_17034,72.123406818,72.1043928578,71.947217735,71.9949518635
Id_17035,48.6574993936,48.602480417,48.460790722,48.4993361172
Id_17036,58.935549084,58.9428878204,58.7977408801,58.8220250293
Id_17037,61.7882695659,61.7767958396,61.6362754487,61.6519727224
Id_17038,51.3264488299,51.2454056627,51.1176100922,51.1412445771
Id_17039,55.8016549329,55.7495705842,55.5855074952,55.6372122848
Id_17040,49.087309484,49.0192045107,48.8915932333,48.9250834146
Id_17041,49.1565824637,49.0854822568,48.9596500078,48.9947409134
Id_17042,51.5438586676,51.4533636681,51.3311809635,51.359797958
Id_17043,67.8432449049,67.8528758815,67.6918132078,67.7353540049
Id_17044,49.0545445886,49.0011591876,48.8472690186,48.9033853079
Id_17045,62.2903041234,62.2813628609,62.1257047661,62.163383195
Id_17046,51.5821097655,51.5039182229,51.3560105736,51.4100644526
Id_17047,59.9376938143,59.9323217223,59.7898972431,59.8290689015
Id_17048,59.6657900336,59.6651922126,59.5119480926,59.5631300837
Id_17049,49.5576181644,49.4880431434,49.3500263069,49.4028339545
Id_17050,50.3801501354,50.3054204376,50.1762942261,50.210907752
Id_17051,48.4378996451,48.3831110037,48.2388612894,48.2968838831
Id_17052,48.7281613474,48.6662846911,48.5325047435,48.5824345103
Id_17053,59.0208365643,59.0199930864,58.8844426173,58.9224529247
Id_17054,55.882482924,55.8225682475,55.6675517619,55.7322935869
Id_17055,59.5838368918,59.4935689116,59.3371802519,59.3991866772
Id_17056,56.4937132367,56.4333958983,56.2613487056,56.338862292
Id_17057,71.6965878091,71.6875861524,71.5147648821,71.5745660052
Id_17058,56.8312725423,56.7627317009,56.6028354862,56.6709958226
Id_17059,68.8011199995,68.8042702187,68.6414145444,68.6978187221
Id_17060,58.4624969616,58.4626395085,58.3391994248,58.3544693019
Id_17061,55.0244049885,54.9739394224,54.8187146976,54.8709178408
Id_17062,66.6202691656,66.6425764087,66.4844253201,66.5223489375
Id_17063,59.1014507967,59.1018472304,58.9609915115,58.9890737098
Id_17064,49.087309484,49.0192045107,48.8915932333,48.9250834146
Id_17065,59.4543207516,59.4464845235,59.3185780234,59.3365585055
Id_17066,68.1517999993,68.1560585519,68.0073348813,68.0371778829
Id_17067,58.544736243,58.5414302402,58.4201436129,58.4372830618
Id_17068,59.5379317695,59.526578895,59.4008581751,59.4207425161
Id_17069,56.0376586912,55.9754570016,55.8173872019,55.8746108036
Id_17070,67.8432449049,67.8528758815,67.6918132078,67.7353540049
Id_17071,59.1032707108,59.0112300603,58.8693710598,58.910156878
Id_17072,68.2474400184,68.2476935095,68.1014673057,68.1335013501
Id_17073,51.0230959605,50.9455175829,50.8130817086,50.8556358564
Id_17074,56.4143066936,56.3573947128,56.183345303,56.2589722544
Id_17075,68.2978510593,68.3144344403,68.1342539247,68.1998709486
Id_17076,50.7909690848,50.7177865487,50.5761771784,50.6289280217
Id_17077,51.0950462191,51.0143477824,50.8837595721,50.9279869401
Id_17078,55.5504616733,55.4985928126,55.331609622,55.4055661445
Id_17079,58.2420639484,58.1696655799,58.0056106606,58.0738944352
Id_17080,67.2552084324,67.2766019463,67.1045116014,67.16849385
Id_17081,70.5039153194,70.5045013155,70.3373596591,70.3932805707
Id_17082,71.6965878091,71.6875861524,71.5147648821,71.5745660052
Id_17083,59.4543207516,59.4464845235,59.3185780234,59.3365585055
Id_17084,59.1845737797,59.1814849417,59.0427838819,59.0727728956
Id_17085,51.5438586676,51.4533636681,51.3311809635,51.359797958
Id_17086,59.5379317695,59.526578895,59.4008581751,59.4207425161
Id_17087,71.1199402515,71.1080196392,70.9525398423,70.9869566782
Id_17088,59.5001624727,59.413518222,59.2549868445,59.3150327003
Id_17089,59.6657900336,59.6651922126,59.5119480926,59.5631300837
Id_17090,49.5576181644,49.4880431434,49.3500263069,49.4028339545
Id_17091,59.2302109553,59.1486631656,58.9794834604,59.0513411991
Id_17092,56.8312725423,56.7627317009,56.6028354862,56.6709958226
Id_17093,59.5838368918,59.4935689116,59.3371802519,59.3991866772
Id_17094,68.8011199995,68.8042702187,68.6414145444,68.6978187221
Id_17095,31.3307181301,31.3356295432,31.2593702537,31.2751878578
Id_17096,38.0224914076,38.076493716,38.0013470312,38.0059190144
Id_17097,38.2516017635,38.3005669789,38.2339375087,38.2318595559
Id_17098,45.7611477831,45.8205226081,45.7374394513,45.7419309437
Id_17099,31.4202096188,31.4213787085,31.3474398443,31.3653139868
Id_17100,33.1627037282,33.1488584549,33.0850041554,33.0927350704
Id_17101,36.0844601944,36.0928893876,36.0070165286,36.0324392755
Id_17102,43.7601573051,43.8254782584,43.7412172919,43.7552569996
Id_17103,38.1846249693,38.2320340853,38.1611692421,38.1694148332
Id_17104,36.1357496544,36.1420391717,36.0574975418,36.0841084349
Id_17105,46.2311210496,46.2764352635,46.20883114,46.2097387688
Id_17106,38.5654447895,38.6164443624,38.5405048951,38.5520982166
Id_17107,36.4966572685,36.5059708898,36.4164559258,36.4464184706
Id_17108,38.4979324707,38.5473606373,38.4671680294,38.4891437752
Id_17109,36.432675016,36.4405674387,36.3470585924,36.3868156059
Id_17110,44.180445213,44.2456351989,44.1523257058,44.1835356669
Id_17111,46.6087657134,46.6564185009,46.5777130034,46.5950986189
Id_17112,40.1198393955,40.1585720896,40.0963304059,40.0877664797
Id_17113,33.1627037282,33.1488584549,33.0850041554,33.0927350704
Id_17114,38.360250271,38.4047860976,38.3410479944,38.3414116878
Id_17115,43.7601573051,43.8254782584,43.7412172919,43.7552569996
Id_17116,38.4146872501,38.4569992512,38.3947128437,38.396302419
Id_17117,37.903280198,37.8979959914,37.81657717,37.8384135937
Id_17118,43.822062596,43.8848740783,43.8022484745,43.8177013471
Id_17119,40.4486202413,40.4893831456,40.417450217,40.4231543878
Id_17120,38.0520816527,38.0551821793,37.9602296555,37.9920031757
Id_17121,33.234856573,33.2270635451,33.147693667,33.1730780357
Id_17122,31.7246281663,31.7252698841,31.6446669984,31.6750289672
Id_17123,40.3778945746,40.4170333629,40.340632129,40.3572218163
Id_17124,33.4834839073,33.4689415961,33.3981970644,33.4189803457
Id_17125,33.0102698614,32.9991486201,32.9291575694,32.9436849234
Id_17126,38.1846249693,38.2320340853,38.1611692421,38.1694148332
Id_17127,40.0496747425,40.08679918,40.0201079077,40.0223677397
Id_17128,33.4834839073,33.4689415961,33.3981970644,33.4189803457
Id_17129,38.7298342546,38.7741339554,38.7025365014,38.7178833807
Id_17130,44.180445213,44.2456351989,44.1523257058,44.1835356669
Id_17131,33.2099522689,33.1941072626,33.1314992719,33.1403026354
Id_17132,40.2906871754,40.3223999794,40.2647375734,40.2599884961
Id_17133,46.3308748563,46.3847041208,46.2956581374,46.320993275
Id_17134,38.4445748922,38.4354801944,38.3531807599,38.3822473063
Id_17135,38.1305057372,38.1801186265,38.107822534,38.1148402236
Id_17136,40.2336591884,40.2677183549,40.2085253113,40.2025010975
Id_17137,37.8495495408,37.8465225627,37.7636998773,37.784300167
Id_17138,37.903280198,37.8979959914,37.81657717,37.8384135937
Id_17139,43.822062596,43.8848740783,43.8022484745,43.8177013471
Id_17140,44.1180449475,44.1857619865,44.0908176359,44.1205816037
Id_17141,31.7246281663,31.7252698841,31.6446669984,31.6750289672
Id_17142,38.4979324707,38.5473606373,38.4671680294,38.4891437752
Id_17143,44.4457103847,44.5050836844,44.4215984821,44.4452598558
Id_17144,38.1305057372,38.1801186265,38.107822534,38.1148402236
Id_17145,31.4650482125,31.4643385261,31.3915647615,31.410471384
Id_17146,38.4433805189,38.4950279092,38.4134044792,38.4341236884
Id_17147,31.8712997932,31.8693703968,31.794613542,31.8185083178
Id_17148,40.5633501002,40.5994066714,40.5305217945,40.5388255521
Id_17149,36.3809754622,36.3910226143,36.2961831291,36.3347246856
Id_17150,38.1601778882,38.1587505748,38.0665929059,38.100885526
Id_17151,44.3829437523,44.4448671457,44.3597235994,44.3819411331
Id_17152,33.2822049043,33.2724159781,33.1942742978,33.2207576984
Id_17153,46.3308748563,46.3847041208,46.2956581374,46.320993275
Id_17154,12.2376734439,12.2645225316,12.2161956615,12.2388324975
Id_17155,12.8677399527,12.8916267326,12.8435542824,12.8651102516
Id_17156,17.1695871231,17.2348353723,17.1715533147,17.2014312245
Id_17157,14.3048691181,14.3389080479,14.2783953134,14.3098491628
Id_17158,15.0333268409,15.0640825616,15.0036443381,15.0340986729
Id_17159,15.1274623276,15.1561975661,15.0990845103,15.126975678
Id_17160,15.7734195371,15.8259976326,15.7675401654,15.7960561542
Id_17161,12.9786218856,13.003280356,12.9517254863,12.9782872559
Id_17162,17.4223961679,17.4868004339,17.4227583784,17.4562962152
Id_17163,12.4869002426,12.51487201,12.4590342134,12.4895993457
Id_17164,15.3739770708,15.4259097517,15.3689155462,15.3971800668
Id_17165,16.1533205568,16.2024742293,16.1459303957,16.1728669795
Id_17166,17.7296784335,17.7926756289,17.7268213833,17.7616772499
Id_17167,18.6211449856,18.6811332275,18.6157634917,18.6492193421
Id_17168,13.016755653,13.0409580632,12.9886154323,13.0133528387
Id_17169,13.0990513692,13.1214720241,13.0720386726,13.094524738
Id_17170,15.0333268409,15.0640825616,15.0036443381,15.0340986729
Id_17171,14.3947276556,14.4268647413,14.3695103526,14.3985309757
Id_17172,18.465505145,18.5242078656,18.4636775899,18.4901269053
Id_17173,15.2784026854,15.3322569757,15.2718757351,15.3027469254
Id_17174,17.7296784335,17.7926756289,17.7268213833,17.7616772499
Id_17175,14.0537748521,14.0892474045,14.0303235935,14.0606530213
Id_17176,15.1492783147,15.2020335121,15.1457158283,15.1707496338
Id_17177,17.3148652251,17.3813974331,17.3135427748,17.3500044001
Id_17178,17.4726525792,17.5365416542,17.471470243,17.5025952195
Id_17179,13.1288290669,13.1538119336,13.0979201197,13.1277399056
Id_17180,12.5660850512,12.5923692771,12.5392992153,12.5677374195
Id_17181,18.1461507822,18.2064260337,18.1476504237,18.1728890037
Id_17182,14.3048691181,14.3389080479,14.2783953134,14.3098491628
Id_17183,18.465505145,18.5242078656,18.4636775899,18.4901269053
Id_17184,12.2656318808,12.2948999213,12.2405030328,12.2700311402
Id_17185,15.7734195371,15.8259976326,15.7675401654,15.7960561542
Id_17186,12.3435175701,12.3711358197,12.3194647907,12.3468973722
Id_17187,17.4223961679,17.4868004339,17.4227583784,17.4562962152
Id_17188,12.4869002426,12.51487201,12.4590342134,12.4895993457
Id_17189,13.2117827928,13.2349730236,13.1819952151,13.2095743883
Id_17190,18.5066169839,18.5689207054,18.4994753981,18.5360573532
Id_17191,13.0990513692,13.1214720241,13.0720386726,13.094524738
Id_17192,16.0172561183,16.0653121837,16.0129937252,16.0338246488
Id_17193,18.465505145,18.5242078656,18.4636775899,18.4901269053
Id_17194,15.2784026854,15.3322569757,15.2718757351,15.3027469254
Id_17195,16.1533205568,16.2024742293,16.1459303957,16.1728669795
Id_17196,9.4388859107,9.4721017638,9.4379141654,9.4547573239
Id_17197,11.6734887537,11.7277415839,11.6946207836,11.7082008888
Id_17198,10.1028971977,10.1502759224,10.116641424,10.132785242
Id_17199,8.2529255241,8.279713643,8.2497962103,8.2651077517
Id_17200,11.7748218429,11.8300405077,11.7938144145,11.8119343666
Id_17201,7.7113202962,7.740035266,7.7102057243,7.724445252
Id_17202,10.0148262339,10.0613704176,10.0304513333,10.0426472115
Id_17203,11.0976818205,11.1531781889,11.1193292346,11.1341799566
Id_17204,8.2529255241,8.279713643,8.2497962103,8.2651077517
Id_17205,30.5905426561,30.5909168435,30.492066992,30.5283180244
Id_17206,37.1291153013,37.1765340881,37.0736828967,37.103295477
Id_17207,37.0776068516,37.0685317468,36.9637202273,37.0001504769
Id_17208,37.9927012714,38.0307224662,37.9328852303,37.9581231868
Id_17209,39.8486161543,39.8759701914,39.780987499,39.801080706
Id_17210,35.7381626949,35.7407722395,35.6230693048,35.6716462198
Id_17211,43.3421835643,43.3999568221,43.277027855,43.3192234504
Id_17212,30.6342337834,30.632776261,30.535025101,30.5723076109
Id_17213,32.1399115994,32.1282727507,32.0319588907,32.0658708771
Id_17214,38.999170771,39.0343757103,38.9354011466,38.9614926257
Id_17215,39.9051116096,39.9301327316,39.8366165597,39.8580080266
Id_17216,38.022268927,38.0094358922,37.8918400308,37.9442243999
Id_17217,46.0990513659,46.1415586472,46.0199553741,46.065729554
Id_17218,32.4048875411,32.3945404644,32.2900650597,32.3357783024
Id_17219,35.4747338382,35.4815408735,35.3594793531,35.4199591211
Id_17220,35.6888857017,35.6907341026,35.5763146501,35.6309205724
Id_17221,45.390407766,45.4357166134,45.3196015648,45.3642468066
Id_17222,40.232175562,40.2591077115,40.1557070105,40.1915204809
Id_17223,44.0213348973,44.0731108574,43.9503501008,44.0025038697
Id_17224,46.1641914515,46.2040233802,46.0840949673,46.1313975664
Id_17225,37.7651021094,37.8081877292,37.7020794805,37.7337591228
Id_17226,39.8486161543,39.8759701914,39.780987499,39.801080706
Id_17227,37.4867695032,37.477758442,37.361527091,37.406439393
Id_17228,32.6926793842,32.6763998818,32.5771430847,32.6129844336
Id_17229,37.818715972,37.8596103625,37.7548727172,37.7878020326
Id_17230,39.6663497691,39.6967684547,39.594524923,39.6227023194
Id_17231,32.8904971423,32.8695078116,32.7773854952,32.8076865736
Id_17232,45.5169610869,45.5606581476,45.4420758497,45.4805549997
Id_17233,43.6642143833,43.7137253407,43.6018388367,43.6381352971
Id_17234,39.9348898838,39.9695811957,39.8559923362,39.8972325637
Id_17235,40.1752283874,40.2045098412,40.0996432737,40.1341284786
Id_17236,36.0319090807,36.0360753329,35.9092358063,35.9709865775
Id_17237,36.3008497383,36.2978042922,36.1799975466,36.2370220512
Id_17238,30.8199659164,30.8141656007,30.7230890297,30.7551891955
Id_17239,39.2340154444,39.2639416806,39.1735619982,39.1929682968
Id_17240,38.0466299138,38.0824399683,37.9859933076,38.0124791384
Id_17241,43.403510779,43.4587888066,43.3374258399,43.3810594263
Id_17242,32.6010156046,32.5860321499,32.4885954366,32.5288747347
Id_17243,45.1196284256,45.1709620986,45.0450051585,45.097230072
Id_17244,38.0762384628,38.0611251886,37.9448921186,37.9985609593
Id_17245,31.1618871322,31.1561595062,31.0555027784,31.0947084141
Id_17246,35.7889732101,35.7894554521,35.6730265783,35.7228119861
Id_17247,45.5169610869,45.5606581476,45.4420758497,45.4805549997
Id_17248,45.7900732621,45.8276472658,45.7190402476,45.7497921317
Id_17249,31.6093830444,31.6004864522,31.4986407138,31.5441135988
Id_17250,33.1614745215,33.1417331847,33.0413163022,33.0836492323
Id_17251,38.3588340517,38.396564161,38.2906232997,38.3309270583
Id_17252,37.8481516969,37.8384171096,37.7140151883,37.7739640098
Id_17253,46.1641914515,46.2040233802,46.0840949673,46.1313975664
Id_17254,32.0941409287,32.0844343538,31.9869616064,32.0198003141
Id_17255,44.6906038321,44.7422124504,44.6257689677,44.6602908203
Id_17256,31.1174672446,31.1136074996,31.0118356566,31.0499909684
Id_17257,39.610184076,39.6429147238,39.539225648,39.5661028494
Id_17258,37.1818495658,37.2271197513,37.1256189421,37.1564587383
Id_17259,32.334483926,32.3182375982,32.2289500122,32.2574038792
Id_17260,39.2340154444,39.2639416806,39.1735619982,39.1929682968
Id_17261,35.1854071062,35.1906592999,35.0775752504,35.1250802283
Id_17262,31.1618871322,31.1561595062,31.0555027784,31.0947084141
Id_17263,35.7889732101,35.7894554521,35.6730265783,35.7228119861
Id_17264,32.5546080873,32.5415880034,32.4429761061,32.4821590701
Id_17265,39.4997006407,39.5338529466,39.4323180091,39.4645943772
Id_17266,35.4243573299,35.4332651219,35.3099492046,35.3692153186
Id_17267,42.963427141,43.0283450701,42.8984679019,42.9537230143
Id_17268,35.6382134209,35.6421815271,35.526489121,35.5798828381
Id_17269,32.9151688881,32.9021512451,32.7934118737,32.8401426556
Id_17270,39.9348898838,39.9695811957,39.8559923362,39.8972325637
Id_17271,36.0319090807,36.0360753329,35.9092358063,35.9709865775
Id_17272,43.9591543846,44.0134659451,43.8891171691,43.9398020374
Id_17273,30.8871708156,30.8870239568,30.7814344812,30.8300234984
Id_17274,43.7585467919,43.8161252768,43.6838710254,43.7433295606
Id_17275,45.8888955603,45.9348883433,45.8049664162,45.8599627273
Id_17276,36.3008497383,36.2978042922,36.1799975466,36.2370220512
Id_17277,32.843689812,32.8246885439,32.7313727648,32.7605824414
Id_17278,43.3421835643,43.3999568221,43.277027855,43.3192234504
Id_17279,45.4527149134,45.4990447751,45.3788108372,45.415793804
Id_17280,38.0466299138,38.0824399683,37.9859933076,38.0124791384
Id_17281,45.5169610869,45.5606581476,45.4420758497,45.4805549997
Id_17282,36.0049700479,36.0004143315,35.8917317619,35.935527703
Id_17283,45.7900732621,45.8276472658,45.7190402476,45.7497921317
Id_17284,32.9151688881,32.9021512451,32.7934118737,32.8401426556
Id_17285,40.1752283874,40.2045098412,40.0996432737,40.1341284786
Id_17286,43.6967292248,43.7568204317,43.6230011007,43.680988835
Id_17287,38.022268927,38.0094358922,37.8918400308,37.9442243999
Id_17288,38.3588340517,38.396564161,38.2906232997,38.3309270583
Id_17289,36.3008497383,36.2978042922,36.1799975466,36.2370220512
Id_17290,46.1641914515,46.2040233802,46.0840949673,46.1313975664
Id_17291,25.4402442855,25.4949297498,25.4405374618,25.4504272749
Id_17292,21.0347542498,21.0501593665,21.0003123141,21.0130051422
Id_17293,22.9192709503,22.9511409567,22.8863377493,22.9111140399
Id_17294,23.059706696,23.0884820995,23.0287875651,23.0496184052
Id_17295,20.9364352519,20.9534906677,20.8997204658,20.9167664085
Id_17296,21.0652292962,21.0793768416,21.0303227867,21.0437185787
Id_17297,23.0929823418,23.120400446,23.0615650667,23.083173407
Id_17298,29.4638108724,29.5267285353,29.4711428031,29.4823951536
Id_17299,25.6516518689,25.707882125,25.6471393728,25.6663346905
Id_17300,24.2580973394,24.2850821327,24.2157001671,24.246668898
Id_17301,28.1008885174,28.1767660175,28.1040618908,28.1334676673
Id_17302,21.0347542498,21.0501593665,21.0003123141,21.0130051422
Id_17303,24.3871429156,24.4439490095,24.3928483827,24.4019718863
Id_17304,20.9364352519,20.9534906677,20.8997204658,20.9167664085
Id_17305,21.0652292962,21.0793768416,21.0303227867,21.0437185787
Id_17306,24.4222544649,24.4776634119,24.4274865901,24.4374137465
Id_17307,22.9523523672,22.9828773198,22.918920936,22.9444757948
Id_17308,24.0923997553,24.1167110544,24.0543264367,24.0771959595
Id_17309,27.9099815438,27.9824805676,27.9178036863,27.9379038725
Id_17310,25.6516518689,25.707882125,25.6471393728,25.6663346905
Id_17311,25.8081300748,25.8610310318,25.8060536499,25.8207985834
Id_17312,24.2580973394,24.2850821327,24.2157001671,24.246668898
Id_17313,23.2520802761,23.2820927083,23.2165444682,23.2459286916
Id_17314,28.2717467759,28.3440720509,28.2776283998,28.3022223493
Id_17315,20.2311289227,20.2521076363,20.1962984867,20.2198276272
Id_17316,25.8452069126,25.8966231331,25.8426196008,25.8582200481
Id_17317,24.4415318281,24.4637684048,24.4006795283,24.428338638
Id_17318,29.7073895841,29.7720863985,29.709239186,29.7312143916
Id_17319,24.273865571,24.3324018136,24.2767448695,24.2909169171
Id_17320,20.062718286,20.0826562819,20.0319583032,20.048018558
Id_17321,22.9523523672,22.9828773198,22.918920936,22.9444757948
Id_17322,24.0923997553,24.1167110544,24.0543264367,24.0771959595
Id_17323,20.1072034958,20.1309381604,20.0706405104,20.0976203344
Id_17324,28.1411363422,28.2154265741,28.1437625387,28.1741158615
Id_17325,19.9397758667,19.9624529375,19.9072745846,19.9268007323
Id_17326,24.273865571,24.3324018136,24.2767448695,24.2909169171
Id_17327,24.0923997553,24.1167110544,24.0543264367,24.0771959595
Id_17328,29.2859945735,29.3526795534,29.2905007849,29.3068437282
Id_17329,29.4638108724,29.5267285353,29.4711428031,29.4823951536
Id_17330,20.2311289227,20.2521076363,20.1962984867,20.2198276272
Id_17331,29.7073895841,29.7720863985,29.709239186,29.7312143916
Id_17332,20.033627842,20.0547577597,20.0033078375,20.0186924268
Id_17333,21.0347542498,21.0501593665,21.0003123141,21.0130051422
Id_17334,24.0577437797,24.0834742975,24.020196561,24.0422559895
Id_17335,25.4768123208,25.5300367501,25.4766048146,25.4873319825
Id_17336,24.0923997553,24.1167110544,24.0543264367,24.0771959595
